sim_ID	Ls	Le	Len_a	Len_u	Len_b	Len_m	Len_c	Lambda	P_delay_au	P_delay_ub	P_delay_bm	P_delay_mc	P_s2p_u	P_p2s_u	P_s2p_m	P_p2s_m	P_smove	P_pmove_u	P_pmove_m	P_sdeath	P_edeath	TTime	SRNA_started	SRNA_passed_au	PRNA_started_u	PRNA_dropped_u	PRNA_finished_u	SRNA_passed_bm	PRNA_started_m	PRNA_dropped_m	PRNA_finished_m	SRNA_dropped	SRNA_end	SRNA_kicked_u	SRNA_kicked_m
20221018-175810-890962	10	10	50	30	50	500	50	0.026	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13717	13715	0	0	0	13710	0	0	0	0	13676	0	0
20221018-175824-575267	10	10	50	30	50	500	50	0.027	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13955	13953	0	0	0	13950	0	0	0	0	13926	0	0
20221018-175837-927284	10	10	50	30	50	500	50	0.028	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	14166	14163	0	0	0	14158	0	0	0	0	14128	0	0
20221018-175852-380192	10	10	50	30	50	500	50	0.029	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	14406	14403	0	0	0	14398	0	0	0	0	14370	0	0
20221018-175906-063032	10	10	50	30	50	500	50	0.03	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	14668	14665	0	0	0	14661	0	0	0	0	14635	0	0
20221018-175920-564089	10	10	50	30	50	500	50	0.031	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	14816	14813	0	0	0	14809	0	0	0	0	14782	0	0
20221018-175601-344940	10	10	50	30	50	500	50	0.032	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	14999	14996	0	0	0	14992	0	0	0	0	14966	0	0
20221018-175615-445184	10	10	50	30	50	500	50	0.033	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	15129	15127	0	0	0	15123	0	0	0	0	15094	0	0
20221018-175631-607593	10	10	50	30	50	500	50	0.034	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	15330	15327	0	0	0	15322	0	0	0	0	15295	0	0
20221018-175645-855306	10	10	50	30	50	500	50	0.035	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	15490	15487	0	0	0	15484	0	0	0	0	15452	0	0
20221018-175659-935624	10	10	50	30	50	500	50	0.036	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	15661	15658	0	0	0	15652	0	0	0	0	15618	0	0
20221018-175714-472177	10	10	50	30	50	500	50	0.037	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	15849	15846	0	0	0	15841	0	0	0	0	15809	0	0
20221018-175728-644235	10	10	50	30	50	500	50	0.038	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16045	16041	0	0	0	16036	0	0	0	0	16005	0	0
20221018-175743-518372	10	10	50	30	50	500	50	0.039	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16078	16076	0	0	0	16072	0	0	0	0	16043	0	0
20221018-175757-342628	10	10	50	30	50	500	50	0.04	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16252	16249	0	0	0	16245	0	0	0	0	16217	0	0
20221018-175812-518538	10	10	50	30	50	500	50	0.041	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16397	16393	0	0	0	16388	0	0	0	0	16352	0	0
20221018-175827-136675	10	10	50	30	50	500	50	0.042	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16538	16534	0	0	0	16530	0	0	0	0	16496	0	0
20221018-175840-710354	10	10	50	30	50	500	50	0.043	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16673	16671	0	0	0	16669	0	0	0	0	16636	0	0
20221018-175856-824740	10	10	50	30	50	500	50	0.044	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16765	16761	0	0	0	16756	0	0	0	0	16728	0	0
20221018-175911-696542	10	10	50	30	50	500	50	0.045	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	16893	16890	0	0	0	16884	0	0	0	0	16848	0	0
20221018-175926-260272	10	10	50	30	50	500	50	0.046	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17037	17034	0	0	0	17028	0	0	0	0	16992	0	0
20221018-175941-245235	10	10	50	30	50	500	50	0.047	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17055	17051	0	0	0	17047	0	0	0	0	17011	0	0
20221018-175603-190298	10	10	50	30	50	500	50	0.048	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17254	17250	0	0	0	17245	0	0	0	0	17210	0	0
20221018-175620-063205	10	10	50	30	50	500	50	0.049	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17319	17318	0	0	0	17313	0	0	0	0	17276	0	0
20221018-175637-698099	10	10	50	30	50	500	50	0.05	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17312	17309	0	0	0	17304	0	0	0	0	17268	0	0
20221018-175655-196020	10	10	50	30	50	500	50	0.051	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17381	17378	0	0	0	17372	0	0	0	0	17339	0	0
20221018-175711-879558	10	10	50	30	50	500	50	0.052	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17574	17571	0	0	0	17565	0	0	0	0	17528	0	0
20221018-175726-960471	10	10	50	30	50	500	50	0.053	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17560	17557	0	0	0	17552	0	0	0	0	17514	0	0
20221018-175744-277785	10	10	50	30	50	500	50	0.054	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17771	17767	0	0	0	17762	0	0	0	0	17722	0	0
20221018-175800-616035	10	10	50	30	50	500	50	0.055	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17743	17739	0	0	0	17733	0	0	0	0	17697	0	0
20221018-175817-736883	10	10	50	30	50	500	50	0.056	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17827	17824	0	0	0	17819	0	0	0	0	17779	0	0
20221018-175835-098750	10	10	50	30	50	500	50	0.057	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17887	17884	0	0	0	17879	0	0	0	0	17841	0	0
20221018-175853-338581	10	10	50	30	50	500	50	0.058	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17919	17915	0	0	0	17909	0	0	0	0	17871	0	0
20221018-175910-348269	10	10	50	30	50	500	50	0.059	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17964	17960	0	0	0	17954	0	0	0	0	17916	0	0
20221018-175928-416804	10	10	50	30	50	500	50	0.06	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	17998	17995	0	0	0	17990	0	0	0	0	17951	0	0
20221018-175945-396163	10	10	50	30	50	500	50	0.061	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18051	18048	0	0	0	18041	0	0	0	0	18005	0	0
20221018-180003-625104	10	10	50	30	50	500	50	0.062	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18077	18073	0	0	0	18067	0	0	0	0	18033	0	0
20221018-180020-816333	10	10	50	30	50	500	50	0.063	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18123	18121	0	0	0	18115	0	0	0	0	18074	0	0
20221018-175604-063376	10	10	50	30	50	500	50	0.064	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18183	18179	0	0	0	18172	0	0	0	0	18133	0	0
20221018-175621-565775	10	10	50	30	50	500	50	0.065	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18181	18177	0	0	0	18171	0	0	0	0	18130	0	0
20221018-175639-343052	10	10	50	30	50	500	50	0.066	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18209	18205	0	0	0	18199	0	0	0	0	18158	0	0
20221018-175657-300013	10	10	50	30	50	500	50	0.067	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18281	18278	0	0	0	18273	0	0	0	0	18233	0	0
20221018-175716-333088	10	10	50	30	50	500	50	0.068	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18285	18281	0	0	0	18274	0	0	0	0	18235	0	0
20221018-175732-068354	10	10	50	30	50	500	50	0.069	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18306	18303	0	0	0	18297	0	0	0	0	18259	0	0
20221018-175748-521972	10	10	50	30	50	500	50	0.07	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18350	18345	0	0	0	18339	0	0	0	0	18297	0	0
20221018-175807-012324	10	10	50	30	50	500	50	0.071	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18337	18333	0	0	0	18327	0	0	0	0	18289	0	0
20221018-175823-953173	10	10	50	30	50	500	50	0.072	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18382	18378	0	0	0	18372	0	0	0	0	18333	0	0
20221018-175841-549236	10	10	50	30	50	500	50	0.073	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18410	18406	0	0	0	18400	0	0	0	0	18357	0	0
20221018-175856-936512	10	10	50	30	50	500	50	0.074	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18374	18371	0	0	0	18364	0	0	0	0	18323	0	0
20221018-175913-991299	10	10	50	30	50	500	50	0.075	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18399	18394	0	0	0	18388	0	0	0	0	18348	0	0
20221018-175930-523544	10	10	50	30	50	500	50	0.076	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18418	18414	0	0	0	18408	0	0	0	0	18369	0	0
20221018-175947-998038	10	10	50	30	50	500	50	0.077	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18440	18436	0	0	0	18430	0	0	0	0	18390	0	0
20221018-180006-408938	10	10	50	30	50	500	50	0.078	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18450	18445	0	0	0	18440	0	0	0	0	18399	0	0
20221018-180024-129996	10	10	50	30	50	500	50	0.079	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18471	18466	0	0	0	18459	0	0	0	0	18420	0	0
20221018-175604-995162	10	10	50	30	50	500	50	0.08	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18464	18461	0	0	0	18455	0	0	0	0	18413	0	0
20221018-175622-557684	10	10	50	30	50	500	50	0.081	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18470	18466	0	0	0	18461	0	0	0	0	18421	0	0
20221018-175640-925445	10	10	50	30	50	500	50	0.082	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18461	18457	0	0	0	18451	0	0	0	0	18411	0	0
20221018-175659-351013	10	10	50	30	50	500	50	0.083	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18492	18488	0	0	0	18481	0	0	0	0	18442	0	0
20221018-175714-587875	10	10	50	30	50	500	50	0.084	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18491	18488	0	0	0	18481	0	0	0	0	18441	0	0
20221018-175731-057339	10	10	50	30	50	500	50	0.085	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18489	18486	0	0	0	18479	0	0	0	0	18439	0	0
20221018-175748-314169	10	10	50	30	50	500	50	0.086	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18507	18503	0	0	0	18496	0	0	0	0	18456	0	0
20221018-175804-238434	10	10	50	30	50	500	50	0.087	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18513	18509	0	0	0	18503	0	0	0	0	18462	0	0
20221018-175820-284902	10	10	50	30	50	500	50	0.088	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18497	18493	0	0	0	18486	0	0	0	0	18445	0	0
20221018-175836-530803	10	10	50	30	50	500	50	0.089	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18520	18516	0	0	0	18509	0	0	0	0	18468	0	0
20221018-175852-555774	10	10	50	30	50	500	50	0.09	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18522	18518	0	0	0	18512	0	0	0	0	18471	0	0
20221018-175909-586770	10	10	50	30	50	500	50	0.091	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18512	18507	0	0	0	18501	0	0	0	0	18461	0	0
20221018-175928-184401	10	10	50	30	50	500	50	0.092	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18522	18518	0	0	0	18512	0	0	0	0	18471	0	0
20221018-175945-932108	10	10	50	30	50	500	50	0.093	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18519	18514	0	0	0	18508	0	0	0	0	18468	0	0
20221018-180003-415097	10	10	50	30	50	500	50	0.094	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18517	18513	0	0	0	18508	0	0	0	0	18465	0	0
20221018-180020-192423	10	10	50	30	50	500	50	0.095	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18533	18529	0	0	0	18523	0	0	0	0	18480	0	0
20221018-175604-461981	10	10	50	30	50	500	50	0.096	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18525	18521	0	0	0	18515	0	0	0	0	18477	0	0
20221018-175620-700413	10	10	50	30	50	500	50	0.097	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18517	18513	0	0	0	18506	0	0	0	0	18466	0	0
20221018-175636-125566	10	10	50	30	50	500	50	0.098	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18521	18517	0	0	0	18510	0	0	0	0	18469	0	0
20221018-175654-735644	10	10	50	30	50	500	50	0.099	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18521	18517	0	0	0	18510	0	0	0	0	18472	0	0
20221018-175712-137554	10	10	50	30	50	500	50	0.1	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	18526	18523	0	0	0	18517	0	0	0	0	18476	0	0
20221018-175722-797466	10	10	50	30	50	500	50	0.0	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
20221018-175733-248938	10	10	50	30	50	500	50	0.001	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	933	932	0	0	0	932	412	0	412	0	391	0	129
20221018-175744-335367	10	10	50	30	50	500	50	0.002	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	1856	1855	0	0	0	1854	838	0	837	0	560	0	454
20221018-175756-757361	10	10	50	30	50	500	50	0.003	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	2695	2695	0	0	0	2694	1205	0	1203	0	636	0	853
20221018-175807-844118	10	10	50	30	50	500	50	0.004	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	3415	3415	0	0	0	3415	1569	0	1565	0	644	0	1199
20221018-175820-532402	10	10	50	30	50	500	50	0.005	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	4319	4317	0	0	0	4314	2018	0	2014	0	541	0	1754
20221018-175833-745277	10	10	50	30	50	500	50	0.006	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	5034	5034	0	0	0	5033	2248	0	2245	0	564	0	2219
20221018-175845-117606	10	10	50	30	50	500	50	0.007	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	5719	5718	0	0	0	5718	2611	0	2609	0	483	0	2617
20221018-175858-387398	10	10	50	30	50	500	50	0.008	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	6323	6322	0	0	0	6320	2914	0	2912	0	399	0	3003
20221018-175910-390445	10	10	50	30	50	500	50	0.009	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	6960	6958	0	0	0	6957	3205	0	3200	0	328	0	3421
20221018-175922-685008	10	10	50	30	50	500	50	0.01	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	7524	7522	0	0	0	7521	3475	0	3470	0	269	0	3776
20221018-175557-349526	10	10	50	30	50	500	50	0.011	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	8068	8067	0	0	0	8065	3722	0	3714	0	254	0	4089
20221018-175611-749289	10	10	50	30	50	500	50	0.012	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	8568	8568	0	0	0	8567	3825	0	3820	0	251	0	4486
20221018-175624-086327	10	10	50	30	50	500	50	0.013	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	9099	9098	0	0	0	9097	4146	0	4143	0	187	0	4761
20221018-175636-405720	10	10	50	30	50	500	50	0.014	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	9558	9555	0	0	0	9553	4403	0	4399	0	132	0	5016
20221018-175647-777414	10	10	50	30	50	500	50	0.015	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	9920	9920	0	0	0	9918	4563	0	4560	0	146	0	5206
20221018-175700-986875	10	10	50	30	50	500	50	0.016	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	10343	10342	0	0	0	10339	4746	0	4742	0	138	0	5452
20221018-175713-851324	10	10	50	30	50	500	50	0.017	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	10677	10674	0	0	0	10671	4789	0	4783	0	106	0	5774
20221018-175726-244770	10	10	50	30	50	500	50	0.018	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	11223	11220	0	0	0	11217	5112	0	5107	0	80	0	6024
20221018-175738-185667	10	10	50	30	50	500	50	0.019	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	11501	11498	0	0	0	11495	5340	0	5336	0	83	0	6071
20221018-175750-297484	10	10	50	30	50	500	50	0.02	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	11841	11839	0	0	0	11835	5489	0	5481	0	75	0	6271
20221018-175803-374686	10	10	50	30	50	500	50	0.021	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	12200	12199	0	0	0	12194	5689	0	5685	0	71	0	6431
20221018-175815-335127	10	10	50	30	50	500	50	0.022	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	12654	12650	0	0	0	12649	5902	0	5896	0	40	0	6705
20221018-175829-143541	10	10	50	30	50	500	50	0.023	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	12700	12697	0	0	0	12693	5804	0	5797	0	46	0	6841
20221018-175842-661889	10	10	50	30	50	500	50	0.024	1.1	1.1	1.1	1.1	0.0	0	0.2	0	0.3	0.3	0.5	0	0	1000000	13105	13104	0	0	0	13099	6067	0	6062	0	58	0	6971
