sim_ID	Ls	Le	Len_a	Len_u	Len_b	Len_m	Len_c	Lambda	P_delay_au	P_delay_ub	P_delay_bm	P_delay_mc	P_s2p_u	P_p2s_u	P_s2p_m	P_p2s_m	P_smove	P_pmove_u	P_pmove_m	P_sdeath	P_edeath	TTime	SRNA_started	SRNA_passed_au	PRNA_started_u	PRNA_dropped_u	PRNA_finished_u	SRNA_passed_bm	PRNA_started_m	PRNA_dropped_m	PRNA_finished_m	SRNA_dropped	SRNA_end	SRNA_kicked_u	SRNA_kicked_m
20221018-175756-207654	10	10	50	30	50	500	50	0.002	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	1855	1855	0	0	0	1855	0	0	0	0	1853	0	0
20221018-175811-316567	10	10	50	30	50	500	50	0.0022	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2061	2060	0	0	0	2060	0	0	0	0	2055	0	0
20221018-175825-608488	10	10	50	30	50	500	50	0.0024	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2265	2265	0	0	0	2265	0	0	0	0	2264	0	0
20221018-175838-626453	10	10	50	30	50	500	50	0.0026	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2375	2375	0	0	0	2375	0	0	0	0	2369	0	0
20221018-175849-993589	10	10	50	30	50	500	50	0.0028	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2555	2553	0	0	0	2551	0	0	0	0	2546	0	0
20221018-175902-578386	10	10	50	30	50	500	50	0.003	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2697	2697	0	0	0	2697	0	0	0	0	2690	0	0
20221018-175917-318683	10	10	50	30	50	500	50	0.0032	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	2902	2901	0	0	0	2899	0	0	0	0	2894	0	0
20221018-175932-652075	10	10	50	30	50	500	50	0.0034	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3124	3123	0	0	0	3123	0	0	0	0	3117	0	0
20221018-175947-069814	10	10	50	30	50	500	50	0.0036	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3235	3234	0	0	0	3234	0	0	0	0	3227	0	0
20221018-180003-079314	10	10	50	30	50	500	50	0.0038	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3393	3392	0	0	0	3390	0	0	0	0	3387	0	0
20221018-180018-234449	10	10	50	30	50	500	50	0.004	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3568	3568	0	0	0	3568	0	0	0	0	3561	0	0
20221018-180034-064515	10	10	50	30	50	500	50	0.0042	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3687	3686	0	0	0	3684	0	0	0	0	3673	0	0
20221018-180048-517258	10	10	50	30	50	500	50	0.0044	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3866	3866	0	0	0	3864	0	0	0	0	3857	0	0
20221018-180102-689746	10	10	50	30	50	500	50	0.0046	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	3955	3954	0	0	0	3953	0	0	0	0	3945	0	0
20221018-180116-344042	10	10	50	30	50	500	50	0.0048	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4175	4175	0	0	0	4174	0	0	0	0	4169	0	0
20221018-180131-158761	10	10	50	30	50	500	50	0.005	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4254	4253	0	0	0	4249	0	0	0	0	4239	0	0
20221018-180145-627508	10	10	50	30	50	500	50	0.0052	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4402	4402	0	0	0	4399	0	0	0	0	4390	0	0
20221018-180159-529078	10	10	50	30	50	500	50	0.0054	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4552	4552	0	0	0	4551	0	0	0	0	4544	0	0
20221018-180212-512840	10	10	50	30	50	500	50	0.0056	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4745	4744	0	0	0	4743	0	0	0	0	4737	0	0
20221018-180225-751701	10	10	50	30	50	500	50	0.0058	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4808	4807	0	0	0	4805	0	0	0	0	4798	0	0
20221018-180241-167095	10	10	50	30	50	500	50	0.006	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	4994	4993	0	0	0	4991	0	0	0	0	4982	0	0
20221018-175552-819208	10	10	50	30	50	500	50	0.0062	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5221	5221	0	0	0	5219	0	0	0	0	5206	0	0
20221018-175606-373344	10	10	50	30	50	500	50	0.0064	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5230	5230	0	0	0	5230	0	0	0	0	5218	0	0
20221018-175620-441059	10	10	50	30	50	500	50	0.0066	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5425	5424	0	0	0	5423	0	0	0	0	5417	0	0
20221018-175634-432294	10	10	50	30	50	500	50	0.0068	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5513	5513	0	0	0	5511	0	0	0	0	5498	0	0
20221018-175649-456734	10	10	50	30	50	500	50	0.007	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5739	5737	0	0	0	5735	0	0	0	0	5723	0	0
20221018-175705-688658	10	10	50	30	50	500	50	0.0072	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5829	5828	0	0	0	5826	0	0	0	0	5811	0	0
20221018-175718-286790	10	10	50	30	50	500	50	0.0074	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	5948	5947	0	0	0	5946	0	0	0	0	5936	0	0
20221018-175734-644075	10	10	50	30	50	500	50	0.0076	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6163	6163	0	0	0	6160	0	0	0	0	6147	0	0
20221018-175750-139361	10	10	50	30	50	500	50	0.0078	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6202	6201	0	0	0	6200	0	0	0	0	6191	0	0
20221018-175804-193632	10	10	50	30	50	500	50	0.008	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6363	6362	0	0	0	6360	0	0	0	0	6346	0	0
20221018-175817-999701	10	10	50	30	50	500	50	0.0082	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6441	6440	0	0	0	6437	0	0	0	0	6423	0	0
20221018-175832-593808	10	10	50	30	50	500	50	0.0084	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6547	6546	0	0	0	6546	0	0	0	0	6533	0	0
20221018-175845-341308	10	10	50	30	50	500	50	0.0086	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6726	6725	0	0	0	6723	0	0	0	0	6708	0	0
20221018-175900-981423	10	10	50	30	50	500	50	0.0088	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6775	6773	0	0	0	6772	0	0	0	0	6760	0	0
20221018-175916-188362	10	10	50	30	50	500	50	0.009	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	6886	6886	0	0	0	6886	0	0	0	0	6877	0	0
20221018-175932-895963	10	10	50	30	50	500	50	0.0092	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7111	7111	0	0	0	7109	0	0	0	0	7096	0	0
20221018-175948-370512	10	10	50	30	50	500	50	0.0094	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7165	7164	0	0	0	7162	0	0	0	0	7150	0	0
20221018-180004-842642	10	10	50	30	50	500	50	0.0096	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7156	7155	0	0	0	7154	0	0	0	0	7138	0	0
20221018-180018-525697	10	10	50	30	50	500	50	0.0098	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7381	7381	0	0	0	7377	0	0	0	0	7363	0	0
20221018-180032-705394	10	10	50	30	50	500	50	0.01	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7485	7484	0	0	0	7482	0	0	0	0	7468	0	0
20221018-180048-652251	10	10	50	30	50	500	50	0.0102	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7641	7640	0	0	0	7638	0	0	0	0	7623	0	0
20221018-180101-965816	10	10	50	30	50	500	50	0.0104	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7601	7599	0	0	0	7597	0	0	0	0	7583	0	0
20221018-180117-290606	10	10	50	30	50	500	50	0.0106	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7906	7904	0	0	0	7903	0	0	0	0	7888	0	0
20221018-180131-164672	10	10	50	30	50	500	50	0.0108	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7924	7923	0	0	0	7921	0	0	0	0	7906	0	0
20221018-180145-827789	10	10	50	30	50	500	50	0.011	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	7995	7994	0	0	0	7992	0	0	0	0	7980	0	0
20221018-180200-217199	10	10	50	30	50	500	50	0.0112	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8201	8197	0	0	0	8195	0	0	0	0	8180	0	0
20221018-180215-195050	10	10	50	30	50	500	50	0.0114	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8285	8283	0	0	0	8279	0	0	0	0	8264	0	0
20221018-180231-313530	10	10	50	30	50	500	50	0.0116	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8385	8385	0	0	0	8382	0	0	0	0	8363	0	0
20221018-180245-290092	10	10	50	30	50	500	50	0.0118	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8486	8486	0	0	0	8486	0	0	0	0	8475	0	0
20221018-180301-283723	10	10	50	30	50	500	50	0.012	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8485	8484	0	0	0	8479	0	0	0	0	8461	0	0
20221018-180318-096823	10	10	50	30	50	500	50	0.0122	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8728	8726	0	0	0	8726	0	0	0	0	8711	0	0
20221018-175551-474303	10	10	50	30	50	500	50	0.0124	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8657	8656	0	0	0	8655	0	0	0	0	8638	0	0
20221018-175606-360698	10	10	50	30	50	500	50	0.0126	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8847	8846	0	0	0	8843	0	0	0	0	8827	0	0
20221018-175621-255613	10	10	50	30	50	500	50	0.0128	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	8991	8990	0	0	0	8987	0	0	0	0	8978	0	0
20221018-175636-732693	10	10	50	30	50	500	50	0.013	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9107	9106	0	0	0	9102	0	0	0	0	9086	0	0
20221018-175652-373768	10	10	50	30	50	500	50	0.0132	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9016	9014	0	0	0	9013	0	0	0	0	8999	0	0
20221018-175709-816804	10	10	50	30	50	500	50	0.0134	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9243	9242	0	0	0	9239	0	0	0	0	9216	0	0
20221018-175723-638709	10	10	50	30	50	500	50	0.0136	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9328	9327	0	0	0	9324	0	0	0	0	9306	0	0
20221018-175738-039820	10	10	50	30	50	500	50	0.0138	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9398	9396	0	0	0	9394	0	0	0	0	9372	0	0
20221018-175754-236776	10	10	50	30	50	500	50	0.014	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9445	9442	0	0	0	9439	0	0	0	0	9417	0	0
20221018-175809-939009	10	10	50	30	50	500	50	0.0142	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9584	9582	0	0	0	9578	0	0	0	0	9560	0	0
20221018-175827-251703	10	10	50	30	50	500	50	0.0144	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9756	9755	0	0	0	9754	0	0	0	0	9738	0	0
20221018-175843-164952	10	10	50	30	50	500	50	0.0146	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9929	9927	0	0	0	9924	0	0	0	0	9910	0	0
20221018-175858-226058	10	10	50	30	50	500	50	0.0148	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9813	9813	0	0	0	9811	0	0	0	0	9796	0	0
20221018-175915-408567	10	10	50	30	50	500	50	0.015	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	9974	9971	0	0	0	9969	0	0	0	0	9951	0	0
20221018-175931-710778	10	10	50	30	50	500	50	0.0152	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10062	10060	0	0	0	10057	0	0	0	0	10037	0	0
20221018-175948-366478	10	10	50	30	50	500	50	0.0154	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10112	10111	0	0	0	10108	0	0	0	0	10088	0	0
20221018-180004-786491	10	10	50	30	50	500	50	0.0156	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10142	10139	0	0	0	10136	0	0	0	0	10119	0	0
20221018-180020-494623	10	10	50	30	50	500	50	0.0158	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10236	10235	0	0	0	10233	0	0	0	0	10213	0	0
20221018-180034-645228	10	10	50	30	50	500	50	0.016	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10259	10258	0	0	0	10255	0	0	0	0	10239	0	0
20221018-180049-462373	10	10	50	30	50	500	50	0.0162	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10505	10502	0	0	0	10498	0	0	0	0	10476	0	0
20221018-180104-224245	10	10	50	30	50	500	50	0.0164	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10438	10436	0	0	0	10434	0	0	0	0	10414	0	0
20221018-180121-092029	10	10	50	30	50	500	50	0.0166	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10676	10676	0	0	0	10672	0	0	0	0	10655	0	0
20221018-180136-829258	10	10	50	30	50	500	50	0.0168	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10658	10657	0	0	0	10653	0	0	0	0	10631	0	0
20221018-180152-274294	10	10	50	30	50	500	50	0.017	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10753	10751	0	0	0	10747	0	0	0	0	10726	0	0
20221018-180208-475790	10	10	50	30	50	500	50	0.0172	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10931	10927	0	0	0	10926	0	0	0	0	10902	0	0
20221018-180224-752472	10	10	50	30	50	500	50	0.0174	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10876	10875	0	0	0	10873	0	0	0	0	10851	0	0
20221018-180240-305997	10	10	50	30	50	500	50	0.0176	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	10936	10935	0	0	0	10933	0	0	0	0	10915	0	0
20221018-180257-209173	10	10	50	30	50	500	50	0.0178	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11045	11044	0	0	0	11041	0	0	0	0	11025	0	0
20221018-180313-757167	10	10	50	30	50	500	50	0.018	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11135	11135	0	0	0	11134	0	0	0	0	11114	0	0
20221018-180331-261425	10	10	50	30	50	500	50	0.0182	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11241	11240	0	0	0	11238	0	0	0	0	11217	0	0
20221018-180345-236207	10	10	50	30	50	500	50	0.0184	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11311	11308	0	0	0	11305	0	0	0	0	11279	0	0
20221018-175553-022445	10	10	50	30	50	500	50	0.0186	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11460	11458	0	0	0	11455	0	0	0	0	11432	0	0
20221018-175607-934070	10	10	50	30	50	500	50	0.0188	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11477	11476	0	0	0	11474	0	0	0	0	11454	0	0
20221018-175624-695580	10	10	50	30	50	500	50	0.019	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11474	11471	0	0	0	11468	0	0	0	0	11447	0	0
20221018-175639-902111	10	10	50	30	50	500	50	0.0192	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11481	11479	0	0	0	11474	0	0	0	0	11455	0	0
20221018-175654-222959	10	10	50	30	50	500	50	0.0194	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11596	11593	0	0	0	11590	0	0	0	0	11565	0	0
20221018-175708-689097	10	10	50	30	50	500	50	0.0196	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11660	11657	0	0	0	11654	0	0	0	0	11634	0	0
20221018-175723-911378	10	10	50	30	50	500	50	0.0198	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11770	11767	0	0	0	11764	0	0	0	0	11738	0	0
20221018-175739-615177	10	10	50	30	50	500	50	0.02	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11820	11818	0	0	0	11814	0	0	0	0	11793	0	0
20221018-175755-327955	10	10	50	30	50	500	50	0.0202	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11810	11808	0	0	0	11805	0	0	0	0	11782	0	0
20221018-175809-936766	10	10	50	30	50	500	50	0.0204	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	11945	11943	0	0	0	11940	0	0	0	0	11921	0	0
20221018-175824-582115	10	10	50	30	50	500	50	0.0206	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12097	12096	0	0	0	12093	0	0	0	0	12076	0	0
20221018-175840-633957	10	10	50	30	50	500	50	0.0208	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12206	12202	0	0	0	12200	0	0	0	0	12173	0	0
20221018-175855-539128	10	10	50	30	50	500	50	0.021	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12053	12051	0	0	0	12049	0	0	0	0	12030	0	0
20221018-175912-266813	10	10	50	30	50	500	50	0.0212	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12269	12266	0	0	0	12263	0	0	0	0	12242	0	0
20221018-175927-106019	10	10	50	30	50	500	50	0.0214	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12190	12189	0	0	0	12188	0	0	0	0	12165	0	0
20221018-175941-428562	10	10	50	30	50	500	50	0.0216	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12446	12444	0	0	0	12440	0	0	0	0	12414	0	0
20221018-175955-969232	10	10	50	30	50	500	50	0.0218	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12512	12511	0	0	0	12508	0	0	0	0	12483	0	0
20221018-180011-012538	10	10	50	30	50	500	50	0.022	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12486	12484	0	0	0	12480	0	0	0	0	12456	0	0
20221018-180026-590550	10	10	50	30	50	500	50	0.0222	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12655	12651	0	0	0	12648	0	0	0	0	12620	0	0
20221018-180040-939372	10	10	50	30	50	500	50	0.0224	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12559	12557	0	0	0	12552	0	0	0	0	12525	0	0
20221018-180055-374304	10	10	50	30	50	500	50	0.0226	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12686	12684	0	0	0	12680	0	0	0	0	12657	0	0
20221018-180111-664661	10	10	50	30	50	500	50	0.0228	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12699	12696	0	0	0	12691	0	0	0	0	12672	0	0
20221018-180127-508453	10	10	50	30	50	500	50	0.023	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12876	12873	0	0	0	12870	0	0	0	0	12847	0	0
20221018-180143-092397	10	10	50	30	50	500	50	0.0232	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12852	12852	0	0	0	12849	0	0	0	0	12830	0	0
20221018-180157-875154	10	10	50	30	50	500	50	0.0234	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12866	12865	0	0	0	12862	0	0	0	0	12838	0	0
20221018-180214-125165	10	10	50	30	50	500	50	0.0236	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13122	13119	0	0	0	13117	0	0	0	0	13091	0	0
20221018-180229-165335	10	10	50	30	50	500	50	0.0238	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	12999	12999	0	0	0	12995	0	0	0	0	12969	0	0
20221018-180244-393164	10	10	50	30	50	500	50	0.024	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13138	13138	0	0	0	13134	0	0	0	0	13112	0	0
20221018-180259-464756	10	10	50	30	50	500	50	0.0242	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13227	13224	0	0	0	13220	0	0	0	0	13195	0	0
20221018-180313-244453	10	10	50	30	50	500	50	0.0244	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13175	13172	0	0	0	13167	0	0	0	0	13146	0	0
20221018-180327-430821	10	10	50	30	50	500	50	0.0246	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13312	13310	0	0	0	13307	0	0	0	0	13279	0	0
20221018-175554-906443	10	10	50	30	50	500	50	0.0248	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13351	13348	0	0	0	13344	0	0	0	0	13315	0	0
20221018-175611-219947	10	10	50	30	50	500	50	0.025	1.1	1.1	1.1	1.1	0.0	0	0.0	0	0.3	0.3	0.5	0	0	1000000	13456	13453	0	0	0	13448	0	0	0	0	13424	0	0
