id,mel_nor_mrna,mel_nor_rpf,mel_lte,mel_lte_SE,sim_nor_mrna,sim_nor_rpf,sim_lte,sim_lte_SE,log2Beta,SE_log2Beta,p_log2Beta,adj_P_log2Beta
FBtr0088806_40,22.1511416618439,7.31339280264053,-1.59873206677401,0.862012607175704,3.99704644812465,3.00221680076553,-0.412874860669468,1.60738713648448,1.18585720610454,1.82394055316111,0.515587453700409,0.696358391452163
FBtr0088807,2050.21122270178,1332.25638888102,-0.621890375333951,0.0834800760920582,831.385661209927,804.594102605161,-0.0472471702298303,0.124124992745192,0.574643205104121,0.149585884789742,0.000122254664652891,0.000643266477581836
FBtr0088807_100,93.5270425722299,8.53229160308062,-3.45434494864443,0.531303668379303,63.9527431699944,16.5121924042104,-1.95345414912871,0.524967211070908,1.50089079951573,0.746909740686833,0.0444875850739558,0.11129977254563
FBtr0088809,134.547675279348,36.5669640132027,-1.87948677323206,0.357631689843017,38.6381156652049,22.5166260057415,-0.779019115365092,0.610501881971374,1.10046765786696,0.707540086122731,0.119864355193838,0.24427837389542
FBtr0088811,1206.00660158928,1573.59835136815,0.383837544123001,0.104702085916553,756.7741275116,791.084127001717,0.0639775698464938,0.1292566372648,-0.319859974276507,0.166342433168093,0.0544925270583902,0.131591269412691
FBtr0088811_274,109.114883000935,6.09449400220044,-4.16215907294815,0.585949364345836,78.6085801464515,6.00443360153105,-3.71055340107921,0.62221882366509,0.451605671868937,0.854688786693998,0.597231385388552,0.763241615657015
FBtr0088811_553,25.4327922784134,18.2834820066013,-0.47613003967401,0.70747091008596,86.6026730427008,12.0088672030621,-2.85028625926387,0.491732747835165,-2.37415621958986,0.861577729465762,0.00585861254669199,0.0201289726956734
FBtr0088811_643,36.0981567822642,3.65669640132026,-3.30326207654445,0.873058348711766,17.3205346085402,9.00665040229658,-0.943398225485076,0.906673618305556,2.35986385105937,1.25868500046144,0.0608113640263185,0.143674104238195
FBtr0088815,443.022833236879,132.85996924797,-1.73746038476016,0.234079188627873,406.366388892673,55.5410108141623,-2.87113460561651,0.260017966955339,-1.13367422085635,0.349860557491512,0.00119378800151413,0.00495893211539006
FBtr0088815_329,11.4857771579931,3.65669640132026,-1.65117996518206,1.16386645850574,27.9793251368725,4.50332520114829,-2.63526249402332,0.864171375394096,-0.984082528841266,1.44961281012732,0.497227282098032,0.68026545780256
FBtr0088821,4195.59031328407,3983.36127983821,-0.0748776284723203,0.0920316158086606,3048.41409110307,2669.72129008075,-0.191358494978843,0.0834076683093178,-0.116480866506523,0.124204095911327,0.348337826273408,0.537122549683072
FBtr0088821_71,77.1187894893826,30.4724700110022,-1.33955842643091,0.45448904941134,30.6440227689557,23.2671802059328,-0.397295934925816,0.63557036140214,0.942262491505094,0.781351380831742,0.227840819803295,0.395828753412788
FBtr0088822,1534.99207590037,667.956542641168,-1.20039300465638,0.10309037673545,800.741638440972,280.707270871577,-1.51225618101477,0.16768659763378,-0.311863176358385,0.196841105466949,0.113116437939022,0.233592080901717
FBtr0088824,823.694304758937,184.053718866453,-2.16196609838762,0.18191043427689,333.087204010387,102.825925426219,-1.69568110402809,0.257998894141846,0.466284994359528,0.315681541236136,0.139655804253326,0.274886079727653
FBtr0088825,1174.01050807773,1905.13882508786,0.698458384591752,0.11377653180293,616.877501827238,768.567500995975,0.317196477659242,0.13830875446298,-0.38126190693251,0.179093301801614,0.0332670740402993,0.0878634626853929
FBtr0088826_102,39.3798073988336,25.5968748092419,-0.621471617251083,0.588044340375149,47.9645573774958,8.2560962021052,-2.53840949661668,0.649927906165728,-1.9169378793656,0.876471579379623,0.0287346510674433,0.0778262890316748
FBtr0088826_116,28.7144428949829,4.87559520176035,-2.55808119686137,0.843288115353999,27.9793251368725,0.750554200191382,-5.22018319855927,1.42327138575967,-2.66210200169789,1.65433862404876,0.107580506526702,0.224353870029814
FBtr0088826_160,21.3307290077016,3.65669640132026,-2.5442666099654,0.96344161764647,19.9852322406233,5.25387940133967,-1.92744625100895,0.922582534993156,0.616820358956452,1.33393338832479,0.643789360744817,0.798573082061019
FBtr0088826_165,20.5103163535592,1.21889880044009,-4.07260950191318,1.35578529190029,19.9852322406233,5.25387940133967,-1.92744625100895,0.922582534993156,2.14516325090423,1.63991228168081,0.190840635266053,0.347959574304019
