tr,id,mel_lte_uorf,mel_lte_SE_uorf,sim_lte_uorf,sim_lte_SE_uorf,log2Beta_uorf,SE_log2Beta_uorf,p_log2Beta_uorf,adj_P_log2Beta_uorf,mel_lte_cds,mel_lte_SE_cds,sim_lte_cds,sim_lte_SE_cds,log2Beta_cds,SE_log2Beta_cds,p_log2Beta_cds,adj_P_log2Beta_cds,log2Gamma,SE_log2Gamma,p_log2Gamma,adj_P_log2Gamma
FBtr0006151,FBtr0006151_1039,-6.04315205991621,1.84689722507941,-6.83012535366926,1.8797939645108,-0.786973293753054,2.63527127806935,0.765221726377577,0.913257322858587,-0.163238359658723,1.27728044220964,1.29342997283572,0.423272722703451,1.45666833249444,1.34558727915957,0.279007278944306,0.538850781454693,2.24364162624749,2.95892883234006,0.448294488662835,0.798879829008479
FBtr0006151,FBtr0006151_1048,-5.6646116039598,1.96060020892425,-6.31553016653923,1.99667378267003,-0.650918562579432,2.79833153390295,0.816064632052154,0.936201585091041,-0.163238359658723,1.27728044220964,1.29342997283572,0.423272722703451,1.45666833249444,1.34558727915957,0.279007278944306,0.538850781454693,2.10758689507387,3.10503856650311,0.497287714001262,0.829702591564668
FBtr0006151,FBtr0006151_1060,-4.92761082520919,2.27578871452858,-5.50812764971351,2.31928402839934,-0.580516824504326,3.24935265515517,0.858207704981439,0.946733062953451,-0.163238359658723,1.27728044220964,1.29342997283572,0.423272722703451,1.45666833249444,1.34558727915957,0.279007278944306,0.538850781454693,2.03718515699876,3.51694438446217,0.562421433372853,0.868991666480117
FBtr0070026,FBtr0070026_78,-3.07008796048411,1.17040619820572,-6.09312630213424,2.06787889903259,-3.02303834165013,2.37612579840853,0.203282469723913,0.444500643546877,-0.791720948117566,0.106039171845962,-0.52900645574994,0.146855913031337,0.262714492367625,0.181137972711536,0.146959352108257,0.364907981961783,3.28575283401776,2.38302009538749,0.167950638367557,0.498341409136259
FBtr0070028,FBtr0070028_236,-4.55972174949308,0.343350001013382,-4.30703843013648,0.332185920847524,0.252683319356598,0.477741257591603,0.596866155424781,0.822322170016195,-0.033719732176086,0.0834133470516344,-1.59667893971043,0.0994813437604749,-1.56295920753435,0.129824205072653,2.21509959714238e-33,1.73704828778872e-30,-1.81564252689094,0.495066695938995,0.000244961755207716,0.00707667292822292
FBtr0070028,FBtr0070028_388,-3.1119636549104,0.295825183614158,-2.50974111373762,0.340848384997401,0.602222541172782,0.451320463546344,0.18208694231783,0.416138249252924,-0.033719732176086,0.0834133470516344,-1.59667893971043,0.0994813437604749,-1.56295920753435,0.129824205072653,2.21509959714238e-33,1.73704828778872e-30,-2.16518174870713,0.469621640300395,4.0173795152996e-06,0.000339680869586307
FBtr0070028,FBtr0070028_394,-3.3168638661324,0.312346009191889,-2.49448416312028,0.356187316638687,0.822379703012121,0.473739837877677,0.0825760235406023,0.248138255240587,-0.033719732176086,0.0834133470516344,-1.59667893971043,0.0994813437604749,-1.56295920753435,0.129824205072653,2.21509959714238e-33,1.73704828778872e-30,-2.38533891054647,0.49120643136579,1.1973088870318e-06,0.000153728548458404
FBtr0070028,FBtr0070028_60,-3.41115945738989,0.70900865686536,-4.70946154102274,1.19623141611466,-1.29830208363285,1.39056207211678,0.350483052629541,0.618590332351236,-0.033719732176086,0.0834133470516344,-1.59667893971043,0.0994813437604749,-1.56295920753435,0.129824205072653,2.21509959714238e-33,1.73704828778872e-30,-0.264657123901494,1.39660917963203,0.849701132212606,0.971845820107436
FBtr0070045,FBtr0070045_35,-0.943290351461683,0.475791649356232,-0.966101207597763,0.849061154974879,-0.02281085613608,0.973284407809145,0.981301700002137,0.992194272767297,1.79446055917359,0.166054688169161,1.79855553309733,0.167018803496325,0.00409497392373481,0.235519511260322,0.986127893020832,0.994013679186561,0.0269058300598148,1.0013750439614,0.978564311394011,0.995292754742972
FBtr0070066,FBtr0070066_100,-3.92993442807714,0.877815946050769,-2.44413052598392,1.00429120305463,1.48580390209321,1.33385218659113,0.265313741883047,0.522953692829347,1.18409088375011,0.126007869587212,1.45294259698223,0.143335892399627,0.268851713232119,0.190848529593249,0.158918641068588,0.382515625743008,-1.2169521888611,1.34743638696669,0.36644037663407,0.730852308606271
FBtr0070080,FBtr0070080_126,-2.34281829855189,4.27650719303197,-3.50816898899462,3.8781685793478,-1.16535069044273,5.77310187870392,0.840027210287183,0.939275780325312,-2.07007839401524,1.41154621233474,-0.19116853994772,1.08153149007056,1.87890985406752,1.77825000311284,0.290691381665172,0.551852293015036,3.04426054451024,6.04076802860907,0.614294710594719,0.894505315876969
FBtr0070080,FBtr0070080_92,0.0997600216585891,3.09859971225302,-0.0656389480368089,2.64816568541799,-0.165398969695398,4.076039950025,0.967632045310888,0.988961958498529,-2.07007839401524,1.41154621233474,-0.19116853994772,1.08153149007056,1.87890985406752,1.77825000311284,0.290691381665172,0.551852293015036,2.04430882376291,4.44705236620513,0.645731755008854,0.910294166072882
FBtr0070091,FBtr0070091_146,-1.13611392876793,0.307772582388352,0.653613712699923,0.366716346499977,1.78972764146785,0.478753424280481,0.000185263074043822,0.00202717057712136,2.58974686661665,0.213043173911425,2.29203074790819,0.193532313347331,-0.297716118708462,0.287823123219493,0.300962387895963,0.562723122476264,-2.08744376017632,0.558611664325146,0.00018634562824652,0.00573371163835446
FBtr0070101,FBtr0070101_14,-5.14999087574914,2.16559164026265,-3.6505257751399,1.77475639521365,1.49946510060925,2.79991918003489,0.592277398657931,0.819787498318911,0.294498643556364,0.24286694668939,-1.0965272134611,0.185617130740895,-1.39102585701747,0.305676418813603,5.34808926976292e-06,9.13923277713401e-05,-2.89049095762671,2.81655560707506,0.304773630593802,0.670469712532567
FBtr0070103,FBtr0070103_138,2.09967172363274,2.07968811308362,-5.09305865101581,2.55950115380356,-7.19273037464855,3.29790066618494,0.029183214146816,0.118575358497512,0.369861014158033,0.372191863759785,-0.92814088553435,0.507618768212366,-1.29800189969238,0.629447056781126,0.0391953245005627,0.147090146340024,5.89472847495617,3.35743241202463,0.0791353528683784,0.332125774750256
FBtr0070106,FBtr0070106_331,-5.14999087574914,2.16559164026265,-5.09305865101581,2.55950115380356,0.056932224733333,3.35273519811769,0.986451909416721,0.994013679186561,-0.102969042327736,0.111041596037886,0.133436625053566,0.142977308722059,0.236405667381302,0.181032446981319,0.191595218582753,0.428555294322533,0.179473442647969,3.35761910519304,0.957371303064504,0.991413724804075
FBtr0070110,FBtr0070110_11,-3.54402490523784,1.12644447641609,-3.06555423400226,2.00892428910514,0.478470671235582,2.30318343989464,0.83542949380217,0.939275780325312,0.424749780764537,0.135287033090726,-0.261826333153339,0.157505986756374,-0.686576113917876,0.207631204751575,0.000943986729736928,0.00801882565851401,-1.16504678515346,2.31252344312258,0.614402695212911,0.894505315876969
FBtr0070110,FBtr0070110_147,-0.900178244148284,1.45884611253766,-0.0656336341550307,1.80883288678303,0.834544609993253,2.32381332993295,0.719499922961023,0.889604501570237,0.424749780764537,0.135287033090726,-0.261826333153339,0.157505986756374,-0.686576113917876,0.207631204751575,0.000943986729736928,0.00801882565851401,-1.52112072391113,2.33307074679716,0.514412620574497,0.841045630242849
FBtr0070110,FBtr0070110_29,-4.54400232673765,1.38067959331608,-5.50812764971351,2.31928402839934,-0.964125322975865,2.6991395932385,0.720944121478591,0.890605884840105,0.424749780764537,0.135287033090726,-0.261826333153339,0.157505986756374,-0.686576113917876,0.207631204751575,0.000943986729736928,0.00801882565851401,0.277549209057989,2.70711382490177,0.918339277120631,0.985352720633439
FBtr0070123,FBtr0070123_106,-1.14333949602566,0.303019378336823,-1.45795415638403,0.741608777587546,-0.314614660358368,0.801126907950625,0.694529892193785,0.876880227037507,1.27130844525203,0.166742732862285,0.637259487512674,0.120070314513606,-0.634048957739358,0.205475106496577,0.0020302567416846,0.0149518699101524,-0.31943429738099,0.827057641299752,0.699326494539608,0.930264730623422
FBtr0070139,FBtr0070139_87,-0.192405954518694,0.445418653802298,-1.48066704251967,0.950294413330515,-1.28826108800098,1.04950333451697,0.219636244747374,0.465687783901076,-0.514301814042729,0.0815307839400277,0.608219994316643,0.102645274042623,1.12252180835937,0.131085167021905,1.09680616089145e-17,1.63539977778554e-15,2.41078289636035,1.05765805919276,0.0226457064785116,0.155558353617252
FBtr0070140,FBtr0070140_116,-2.41805775123169,0.562479276734827,-0.650604045004437,0.72265587859229,1.76745370622725,0.915758950608799,0.0536015704179628,0.18395161126675,-0.970618184057118,0.0881347080735309,-0.774261547459358,0.122687818700384,0.19635663659776,0.151062992240538,0.19365827103211,0.431250165393655,-1.57109706962949,0.928134948832762,0.0905037539888494,0.356772742246754
